Color 0xFF0000
48.8742 2.29956
48.8742 2.29901
48.8742 2.29892
48.875 2.30028
48.8752 2.29845
48.8763 2.30122
48.8764 2.30121
48.8752 2.29845
48.8746 2.29696
48.8741 2.29582
48.8743 2.29544
48.8751 2.29601
48.8753 2.2948
48.8751 2.29387
48.8753 2.29368
48.8756 2.29342
48.8759 2.29332
48.8771 2.29219
48.8769 2.29165
48.8766 2.29106
48.8764 2.29044
48.8759 2.2891
48.877 2.28994
48.8764 2.29044
48.8759 2.2891
48.8758 2.28903
48.8756 2.28895
48.8755 2.28933
48.8755 2.28946
48.8752 2.29043
48.875 2.29112
48.8751 2.29122
48.8752 2.29097
48.8753 2.29081
48.8756 2.28945
48.8758 2.28903
48.8763 2.28725
48.8769 2.28539
48.8772 2.28451
48.8774 2.28405
48.8776 2.28372
48.8777 2.28373
48.8781 2.2842
48.8782 2.28406
48.8782 2.28338
48.8785 2.28205
48.8789 2.28174
48.8797 2.28193
48.8823 2.28324
48.8842 2.28556
48.886 2.2891
48.8866 2.29002
48.8886 2.29364
48.8898 2.29765
48.8917 2.30136
48.8918 2.30155
48.8919 2.30174
48.8933 2.30381
48.8954 2.30735
48.8962 2.30988
48.8963 2.31003
48.8962 2.31015
48.8964 2.31042
48.8965 2.31058
48.8967 2.31044
48.8969 2.31037
48.8969 2.31022
48.8966 2.30961
48.8965 2.30978
48.8963 2.31003
48.8964 2.31042
48.8965 2.31058
48.8977 2.31342
48.9003 2.322
48.9007 2.33418
48.9008 2.34058
48.9007 2.34401
48.9007 2.34412
48.9007 2.34425
48.9009 2.34737
48.901 2.35489
48.9007 2.36546
48.9007 2.36574
48.9004 2.37028
48.9004 2.37047
48.9005 2.37034
48.9004 2.37028
48.8998 2.37028
48.8997 2.37028
48.8991 2.37031
48.8987 2.37033
48.8987 2.36842
48.8987 2.36661
48.8986 2.36563
48.8986 2.36423
48.8986 2.36199
48.8987 2.35934
48.8987 2.35898
48.8986 2.35899
48.8986 2.35934
48.8987 2.35934
48.8994 2.35938
48.9001 2.36144
48.9004 2.36298
48.9007 2.36546
48.9007 2.36574
48.9006 2.37179
48.9002 2.37708
48.9002 2.38008
